r0,r1,100H,101L,100to101,101H,102L,101to102,200H,201L,200to201,300H,301L,300to301,
0.1,0.35,0.150222863866,0.150094352083,0,0.151167385141,0.150262722246,0,0.19546550691,0.248929317855,0.240614012428,0.290728462774,0.290685649307,0,
0.1,0.45,0.128815092476,0.12865367364,0,0.129738986685,0.128754912705,0,0.176021550743,0.200517183402,0.13010949705,0.235630303656,0.235439512553,0,
0.15,0.0,0.261519369492,0.268149314432,0.0250343097143,0.268781887478,0.276746404763,0.0291992822308,0.392207315516,0.39278402016,0.00146932741281,0.502260975862,0.50190565995,0,
0.15,0.05,0.259928450525,0.263319032236,0.0129597631022,0.263902912418,0.270182258379,0.0235143992187,0.378572935806,0.378377442248,0,0.48220254737,0.483596154345,0.00288591602319,
0.15,0.1,0.251942009599,0.251226470583,0,0.253427728035,0.253260257184,0,0.340471478,0.340639420916,0.000493144114411,0.394734151634,0.446908304177,0.123981750642,
0.15,0.15,0.231055365653,0.228942651226,0,0.232089608969,0.229505193184,0,0.296184346101,0.296144213481,0,0.3360018327,0.428844010541,0.242773569763,
0.15,0.2,0.204743052052,0.20270699907,0,0.205661342488,0.202910813613,0,0.259707292243,0.267865800258,0.0309284462389,0.313456792269,0.403471034274,0.251111028678,
0.15,0.25,0.181656902778,0.180571547555,0,0.182560690572,0.180907610075,0,0.230255684594,0.258346057173,0.114982695221,0.304135817028,0.362976072716,0.176402959062,
0.15,0.3,0.163579084735,0.162948670595,0,0.164457506936,0.163125505028,0,0.209820633441,0.247303704271,0.163995078527,0.296274767995,0.319745025253,0.0761996855166,
0.15,0.35,0.149314214649,0.148907183207,0,0.150199599598,0.149028643196,0,0.195024761865,0.231870293593,0.172621028315,0.281771144681,0.283334957103,0.00553457985185,
0.15,0.4,0.137811246563,0.137445869037,0,0.138675937044,0.137536858642,0,0.184051052068,0.21346768511,0.148001240151,0.256172514269,0.255991158435,0,
0.15,0.45,0.128204779561,0.127767458656,0,0.12905108023,0.127879912128,0,0.175619464077,0.194542869958,0.102243821921,0.233207066658,0.232975296975,0,
0.15,0.5,0.119979165145,0.119370608185,0,0.120890460588,0.119533927731,0,0.168642642249,0.176935150197,0.0479921344996,0.213893675422,0.213622175501,0,
0.2,0.05,0.225265064252,0.247526218021,0.0941690534615,0.247704093743,0.258206799136,0.0415199812475,0.363878844258,0.364430423396,0.00151468383773,0.465158343169,0.465483765397,0.000699349890663,
0.2,0.15,0.214215174638,0.214820469364,0.00282165239365,0.215731875371,0.215778945892,0.000218166119224,0.283336690547,0.283435043144,0.000347062464444,0.320856940099,0.420212442253,0.268140890772,
0.2,0.25,0.178412718879,0.176337656063,0,0.179130139844,0.176708488818,0,0.228477391375,0.230131648497,0.00721423686683,0.2708832161,0.359587900993,0.28139174813,
0.2,0.35,0.147905820724,0.147045984698,0,0.148712442667,0.147362462989,0,0.19421380882,0.211245042625,0.0840096781425,0.257410734799,0.279588517185,0.0825989321352,
0.2,0.45,0.127246723295,0.126541232463,0,0.128075619624,0.126732862828,0,0.174907153376,0.185370557719,0.0580852160488,0.228570834439,0.228501729902,0,
0.25,0.0,0.200115840717,0.243352044944,0.194991365215,0.243365569973,0.256349659585,0.0519659551873,0.355822509142,0.356557449561,0.00206333827787,0.425678258508,0.425662674232,0,
0.25,0.05,0.199578282316,0.237733732184,0.174499892996,0.237761355332,0.249601440658,0.0485883839436,0.346317622275,0.346780259785,0.00133498463218,0.421777489489,0.421680272581,0,
0.25,0.1,0.197664102043,0.221485039934,0.113663302654,0.221643956354,0.230217214311,0.0379464247588,0.313042662033,0.313251318933,0.00066632254693,0.382404005146,0.404904311566,0.0571575479194,
0.25,0.15,0.194143766079,0.200346376165,0.0314462108042,0.200786144037,0.206134367219,0.0262863288239,0.273327739393,0.273429963035,0.000373926665915,0.315814484547,0.393723997848,0.219606167202,
0.25,0.2,0.185692446193,0.186054793194,0.00194942671936,0.187230180856,0.187162118433,0,0.243513485525,0.24337908191,0,0.275627365256,0.379909210231,0.318157213111,
0.25,0.25,0.171847215647,0.170913880574,0,0.172561253863,0.171499971824,0,0.221396318834,0.221271791037,0,0.254462868989,0.351583977864,0.320506935657,
0.25,0.3,0.158365811686,0.156409489453,0,0.159081781176,0.156792008479,0,0.205353371158,0.205463624963,0.000536753865526,0.243704291851,0.313269722063,0.24979775887,
0.25,0.35,0.145605615417,0.144259877072,0,0.146381544995,0.144358737064,0,0.192659626778,0.194823846861,0.011170644584,0.237479104493,0.276957301927,0.153481351404,
0.25,0.4,0.134909053982,0.13383268683,0,0.135743754883,0.134074351156,0,0.182070789936,0.185790188062,0.0202217595712,0.231133453045,0.246822336329,0.065649935129,
0.25,0.45,0.125819025999,0.124818314001,0,0.126633414025,0.125189430481,0,0.17354585513,0.175801527696,0.0129136365528,0.221790268752,0.223087685717,0.00583268715619,
0.25,0.5,0.117903744455,0.11689266136,0,0.118779244064,0.117294758455,0,0.165775459388,0.165926577479,0.00091116769981,0.206978876008,0.206812881984,0,
0.3,0.05,0.180612118527,0.229203495673,0.237137753968,0.229214789889,0.240111316138,0.0464347757719,0.32059912797,0.320540172486,0,0.370673996726,0.370738537609,0.000174102485931,
0.3,0.15,0.176685332917,0.193146846794,0.0890215334402,0.193423677794,0.199789102084,0.0323764873136,0.265354207634,0.265487528984,0.000502301688976,0.311761316458,0.349122992039,0.11306570636,
0.3,0.25,0.163994034162,0.16386647712,0,0.164921679521,0.165048481934,0.000768568967837,0.215568675464,0.215351162278,0,0.24723473261,0.33111301242,0.290061751018,
0.3,0.35,0.142349159992,0.140763237409,0,0.143044787625,0.14114812939,0,0.187742574644,0.188134406955,0.0020848965492,0.225637202919,0.272535663496,0.188281874583,
0.3,0.45,0.12388687995,0.122465039519,0,0.124623314466,0.12262940733,0,0.169695234206,0.170050305769,0.00209022059866,0.212670142106,0.220016526568,0.0339570640578,
0.35,0.0,0.16651523567,0.223846655196,0.293734715745,0.223858903567,0.232409382613,0.0374800498096,0.294906334029,0.295281470765,0.0012712452969,0.33137313527,0.331345336654,0,
0.35,0.05,0.166215204853,0.219209050145,0.274989674913,0.219225793735,0.227691507539,0.0378849231407,0.292080427491,0.292324556711,0.000835479592794,0.330248875698,0.330350311185,0.000307101457141,
0.35,0.1,0.16518764212,0.205614667447,0.218051637132,0.20566279123,0.213276265918,0.0363464544949,0.279879307644,0.279839146449,0,0.326508739462,0.32650874261,9.64325497617e-09,
0.35,0.15,0.163176910049,0.186691302908,0.134418572416,0.186865819453,0.19314619976,0.0330535877248,0.256056880213,0.256083376152,0.000103471415897,0.30505970135,0.31158179384,0.0211535958599,
0.35,0.2,0.160260996341,0.168528554808,0.0502908832643,0.16888978674,0.173587117908,0.0274315208076,0.230740966304,0.230942170957,0.000871613608276,0.26792921579,0.305317986508,0.13044554101,
0.35,0.25,0.155392874817,0.155714207742,0.00206573841347,0.156330789462,0.157956074542,0.0103426853961,0.210741375901,0.210607229043,0,0.243459998523,0.300192952672,0.208710185513,
0.35,0.3,0.147017666615,0.146490564565,0,0.1474605762,0.147493783658,0.000225170147985,0.195074587186,0.195044131352,0,0.228636336976,0.2871572261,0.226915934257,
0.35,0.35,0.137551929479,0.136857792173,0,0.138082470633,0.137364996525,0,0.183385709548,0.183268198087,0,0.219350992268,0.263838263209,0.184140149793,
0.35,0.4,0.129130348486,0.127863335199,0,0.129785736406,0.128263813834,0,0.174350421054,0.173847068194,0,0.212543699347,0.238713932133,0.115987989835,
0.35,0.45,0.121404899908,0.119707871598,0,0.122034586803,0.12008345783,0,0.166136197391,0.165783800009,0,0.205969998616,0.216353257671,0.0491720922347,
0.35,0.5,0.114247276615,0.112467596209,0,0.114850750019,0.11282595395,0,0.158297314304,0.15793887982,0,0.198054862403,0.198383983297,0.00166038670122,
0.4,0.05,0.155084570836,0.206518737156,0.28447840594,0.206563991491,0.212481507986,0.028242835217,0.2658519855,0.265902268458,0.00018912103626,0.302610689147,0.303096731152,0.00160487386981,
0.4,0.15,0.152577003355,0.179433868766,0.161783047884,0.179596587969,0.185168105287,0.0305485559365,0.244198489429,0.244052122072,0,0.289182621195,0.289121715985,0,
0.4,0.25,0.147039125857,0.149217266338,0.0147044285859,0.149475365989,0.152956780946,0.0230227837378,0.20568909785,0.205495424525,0,0.240684329715,0.271027747948,0.118595669549,
0.4,0.35,0.133049329701,0.132431372019,0,0.133408531338,0.133140600685,0,0.179284255794,0.179287951092,2.06111766169e-05,0.21551528778,0.250325702779,0.149451919022,
0.4,0.45,0.117926184163,0.116932658093,0,0.118549115589,0.117309581611,0,0.162091098964,0.161789656465,0,0.201341840799,0.210954589982,0.0466302808622,
0.45,0.0,0.146489892037,0.194623575793,0.282215088498,0.194726353279,0.198671826057,0.0200584191039,0.243749718029,0.243944127845,0.000797261716377,0.283788644539,0.294555941406,0.0372348842839,
0.45,0.05,0.146264103662,0.191979273167,0.270309325394,0.192086198866,0.196204660328,0.0212132805298,0.24270447151,0.242897917264,0.000796724884329,0.283124196012,0.290391207837,0.0253419935224,
0.45,0.1,0.145513433055,0.183736921178,0.232184947603,0.183868952734,0.188320207459,0.023919314161,0.238733563846,0.238827438195,0.000393140767616,0.279125434083,0.279104463193,0,
0.45,0.15,0.144091208392,0.170851443812,0.169937194804,0.171049744649,0.175637243297,0.0264647870165,0.229656488788,0.229434403236,0,0.269401677968,0.269679481833,0.00103065692452,
0.45,0.2,0.141932475217,0.156602813823,0.0982821069672,0.156912407658,0.161169236187,0.026765634618,0.215106704282,0.21487916171,0,0.257446416832,0.257737606259,0.00113042879307,
0.45,0.25,0.139225695794,0.143953598473,0.0333915845853,0.144257498889,0.147798795669,0.0242507820973,0.19957380951,0.199408451878,0,0.237337100089,0.248460079594,0.0457926886791,
0.45,0.3,0.134591321062,0.134943412332,0.00261258551151,0.135597516027,0.136733761612,0.00834458380639,0.186207052843,0.185987334542,0,0.222555543509,0.243065584054,0.0880975511238,
0.45,0.35,0.12800934542,0.128093711607,0.000658845608884,0.128958311283,0.128832705071,0,0.175177354588,0.175035163051,0,0.212422983477,0.234470615407,0.098670609673,
0.45,0.4,0.121237969947,0.120678625174,0,0.121676682348,0.121197234111,0,0.166116263827,0.165980086366,0,0.204750169041,0.219944316511,0.0715533070817,
0.45,0.45,0.114839844387,0.114171504072,0,0.115375988474,0.114624149531,0,0.158778374349,0.158543428057,0,0.19784707353,0.204263915895,0.0319157771547,
0.45,0.5,0.109846968093,0.10878384953,0,0.110394529811,0.109156897931,0,0.152889179833,0.152582433239,0,0.191018789154,0.191033028687,7.45424194156e-05,
0.5,0.05,0.139085136003,0.17728716786,0.241500481491,0.177483533263,0.180437819325,0.0165080179815,0.223633984984,0.223544971763,0,0.266281563356,0.282962062872,0.0607398928978,
0.5,0.15,0.137132686899,0.161236887827,0.161572780669,0.161501469218,0.165077345719,0.0218990108204,0.214635324664,0.214324419546,0,0.254272427787,0.254683330379,0.00161468884371,
0.5,0.25,0.132773420582,0.138470283269,0.0420054925272,0.138799572092,0.142068020549,0.0232739450409,0.192172214576,0.191923614655,0,0.232364805141,0.233203468097,0.00360274960725,
0.5,0.35,0.123172452134,0.123683690062,0.00414199073842,0.124411905672,0.124266244354,0,0.170330025629,0.170263809687,0,0.208950677566,0.219008065238,0.0470016693951,
0.5,0.45,0.11252531299,0.111994935034,0,0.113055428899,0.112436250485,0,0.156199743037,0.155898451927,0,0.195083732783,0.197879447735,0.0142288900871,
