0.61336	0.162346
0.588899	0.984562
0.11219	0.108507
0.207457	0.642889
0.393698	0.631631
0.506666	0.943077
0.447737	0.778049
0.592824	0.836875
0.150505	0.632306
0.81891	0.0425581
0.809316	0.802057
0.254567	0.435749
0.793739	0.953795
0.886398	0.148009
0.381592	0.521211
0.588645	0.088376
0.266197	0.0974898
0.336791	0.97077
0.673237	0.483203
0.557334	0.405404
0.0301529	0.890406
0.440652	0.353265
0.672147	0.778789
0.994299	0.797004
0.00791885	0.22965
0.377077	0.778106
0.594339	0.74696
0.221646	0.761927
0.456459	0.216246
0.789054	0.503522
0.384696	0.0314287
0.408576	0.921582
0.297447	0.337308
0.881924	0.99725
0.80909	0.406561
0.382296	0.859368
0.979249	0.667727
0.841693	0.62246
0.0411137	0.0429068
0.34429	0.126127
0.254256	0.293227
0.79373	0.191591
0.995001	0.996152
0.524193	0.815966
0.345855	0.422973
0.78726	0.584854
0.631878	0.259257
0.909108	0.525488
0.373577	0.694207
0.627616	0.634584
0.995669	0.0947837
0.573089	0.566969
0.652339	0.910301
0.28049	0.730614
0.821041	0.276052
0.317359	0.0665288
0.461094	0.140453
0.0281276	0.328479
0.521915	0.175134
0.561325	0.219598
0.828366	0.74548
0.0789675	0.488194
0.716597	0.351841
0.0600961	0.568914
0.640019	0.104127
0.0730022	0.390162
0.957297	0.207802
0.845373	0.220303
0.560079	0.276734
0.993273	0.572665
0.126295	0.452338
0.699729	0.0182687
0.898081	0.375546
0.92007	0.430345
0.306148	0.240029
0.769107	0.131484
0.530909	0.32502
0.955682	0.902429
0.237304	0.586717
0.878561	0.92315
0.40171	0.401013
0.512946	0.755979
0.198581	0.0986038
0.660501	0.570141
0.0297494	0.951743
0.538016	0.000401465
0.743287	0.897678
0.134668	0.32673
0.743142	0.444509
0.352893	0.268612
0.15702	0.803495
0.309323	0.501827
0.270918	0.83587
0.530689	0.880485
0.0353843	0.431808
0.232332	0.236538
0.757776	0.694595
0.0872916	0.785124
0.286755	0.921427
0.507074	0.0549235
0.916967	0.0864052
0.539918	0.689082
0.878431	0.471333
0.920973	0.843954
0.427303	0.0822726
0.228708	0.982591
0.513779	0.53208
0.57654	0.470666
0.65107	0.196293
0.951407	0.270923
0.935825	0.724598
0.48763	0.639925
0.0879839	0.246604
0.457951	0.896302
0.140595	0.196711
0.893137	0.771904
0.849801	0.866699
0.066172	0.173041
0.690399	0.282338
0.743944	0.539214
0.595524	0.315887
0.810086	0.668508
0.984879	0.501198
0.668852	0.41587
0.0844503	0.679841
0.199599	0.482085
0.0916657	0.919315
0.913657	0.320989
0.447169	0.839976
0.72659	0.764351
0.464568	0.467445
0.158184	0.573048
0.450069	0.0207987
0.191053	0.337543
0.0890499	0.00940619
0.460557	0.298575
0.27723	0.174662
0.349373	0.188764
0.652282	0.0309562
0.442561	0.96273
0.921941	0.588804
0.143769	0.869607
0.698793	0.623165
0.561688	0.620342
0.349289	0.597028
0.232588	0.887959
0.186876	0.426405
0.394578	0.313363
0.140128	0.731567
0.832666	0.143544
0.924915	0.644845
0.00795732	0.737238
0.266794	0.664408
0.713955	0.162412
0.688371	0.957612
0.20194	0.166115
0.997286	0.14607
0.169803	0.0343159
0.8436	0.543535
0.471391	0.581454
0.526357	0.481175
