2
200

100
0.0289084
0.18805
0.0335969	0.375669
0.679576	0.344315
0.457773	0.338407
0.957836	0.874057
0.716422	0.232518
0.613511	0.893189
0.0558129	0.746468
0.993515	0.141743
0.767907	0.578453
0.515524	0.742457
0.311225	0.0176349
0.808152	0.996671
0.853613	0.709908
0.501238	0.0876359
0.273959	0.761793
0.911748	0.820483
0.312251	0.263756
0.434192	0.45872
0.630219	0.536143
0.320168	0.867931
0.970657	0.0714698
0.142483	0.671574
0.0695294	0.169358
0.887139	0.539118
0.97637	0.521082
0.799717	0.856738
0.71521	0.131695
0.16077	0.194118
0.264259	0.635766
0.282487	0.385997
0.757585	0.411257
0.11371	0.0638786
0.155466	0.491505
0.659545	0.444221
0.201964	0.934646
0.426096	0.279488
0.584676	0.304306
0.554307	0.5673
0.330656	0.672525
0.209907	0.830286
0.854362	0.916464
0.289257	0.553725
0.404121	0.557355
0.787732	0.321639
0.811303	0.215384
0.0631091	0.563455
0.687179	0.712276
0.434607	0.83471
0.0304442	0.281523
0.255573	0.110129
0.726977	0.777239
0.95229	0.772677
0.0247793	0.689336
0.65415	0.0490644
0.937308	0.18203
0.856061	0.277196
0.617104	0.799385
0.866018	0.0834205
0.936665	0.416873
0.227511	0.453894
0.519608	0.206631
0.602117	0.137519
0.567705	0.384314
0.404664	0.935086
0.576769	0.0111146
0.141503	0.378445
0.726132	0.958073
0.363226	0.138276
0.888058	0.66125
0.916058	0.717682
0.182298	0.0426036
0.222333	0.270936
0.00491084	0.572124
0.48304	0.944848
0.0948361	0.89046
0.180888	0.719429
0.460134	0.581921
0.43066	0.00179587
0.065896	0.969417
0.41209	0.770116
0.406218	0.680804
0.802991	0.450496
0.530479	0.431386
0.97356	0.338973
0.545464	0.793258
0.590977	0.612371
0.222547	0.572065
0.199926	0.126636
0.958264	0.975133
0.574787	0.738761
0.461058	0.173757
0.887976	0.32742
0.124828	0.576936
0.637833	0.23176
0.127986	0.264563
0.777565	0.64464
0.305767	0.469126
0.712385	0.59625
0.0769261	0.457572
0.68792	0.871917
//###########################


100
0.0289084
0.18805
0.577007	0.221285
0.418755	0.623572
0.439487	0.0591115
0.556462	0.908273
0.379281	0.479845
0.632948	0.738521
0.622191	0.352677
0.57412	0.67982
0.913849	0.121967
0.920086	0.0382255
0.21495	0.513209
0.724103	0.535208
0.576484	0.512565
0.261733	0.855932
0.857763	0.845976
0.766002	0.4951
0.681435	0.18238
0.777868	0.0797019
0.789844	0.796591
0.339428	0.61482
0.771173	0.258929
0.9328	0.482681
0.693353	0.65433
0.747557	0.884035
0.0235646	0.481352
0.820916	0.392211
0.00347423	0.229178
0.0178091	0.631495
0.676615	0.805836
0.508026	0.371832
0.263205	0.931464
0.219763	0.209413
0.0214057	0.887767
0.367668	0.832177
0.499798	0.829153
0.115791	0.742046
0.281347	0.315955
0.265399	0.698044
0.946288	0.571927
0.654969	0.58895
0.0786171	0.111452
0.0879799	0.624626
0.164138	0.884007
0.660441	0.93021
0.387315	0.204795
0.128422	0.00744639
0.716267	0.0676394
0.303259	0.14428
0.453551	0.4027
0.0692075	0.328683
0.559578	0.0851841
0.44796	0.116573
0.141254	0.127429
0.600713	0.443242
0.99483	0.42324
0.367014	0.995088
0.0750599	0.230429
0.215263	0.379453
0.737687	0.351569
0.360901	0.0791939
0.45692	0.891443
0.834834	0.635164
0.97442	0.719149
0.454529	0.730171
0.674473	0.991948
0.78236	0.939129
0.0338262	0.0593446
0.676613	0.500501
0.992779	0.816965
0.334121	0.927295
0.940091	0.29104
0.507693	0.999438
0.135577	0.436445
0.501743	0.539174
0.174716	0.30401
0.469155	0.236778
0.205807	0.628409
0.871618	0.983274
0.241058	0.0485198
0.0853582	0.68465
0.365433	0.725427
0.325534	0.202528
0.776977	0.164646
0.212963	0.76872
0.823422	0.548076
0.77058	0.71774
0.103075	0.520613
0.0699052	0.837657
0.866447	0.769664
0.878631	0.213601
0.880933	0.386609
0.489528	0.476388
0.372719	0.306113
0.332552	0.416376
0.661758	0.284945
0.0126937	0.00328791
0.509569	0.618523
0.698364	0.399498
0.942623	0.641795
0.576061	0.848821
//###########################


